seq,time,place,sevice,food,staff,review,liked
677,0,0,0,0,0,I can't wait to go back.,1
678,0,0,0,0,0,The plantains were the worst I've ever tasted.,0
679,0,1,0,0,0,It's a great place and I highly recommend it.,1
680,0,0,1,0,0,Service was slow and not attentive.,0
681,0,0,0,0,0,"I gave it 5 stars then, and I'm giving it 5 stars now.",1
682,1,0,0,0,1,Your staff spends more time talking to themselves than me.,0
683,0,0,0,0,0,Dessert: Panna Cotta was amazing.,1
684,0,0,0,1,0,"Very good food, great atmosphere.1",1
685,0,0,0,0,0,Damn good steak.,1
686,0,0,0,0,0,Total brunch fail.,0
687,0,0,0,0,0,"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1
688,0,0,0,0,0,"The decor is nice, and the piano music soundtrack is pleasant.",1
689,0,0,0,1,0,The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1
690,0,0,1,1,0,"Good food , good service .",1
691,0,0,0,0,0,It was absolutely amazing.,1
692,0,0,0,0,0,"I probably won't be back, to be honest.",0
693,0,0,0,0,0,will definitely be back!,1
694,0,0,0,0,0,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1
695,0,0,0,0,0,"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1
696,0,0,1,0,0,Went for lunch - service was slow.,0
697,0,1,0,0,0,"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0
698,0,0,0,0,0,I was mortified.,0
699,0,0,0,0,0,"Needless to say, we will never be back here again.",0
700,0,0,0,1,0,"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0
701,0,0,0,0,0,"The chips that came out were dripping with grease, and mostly not edible.",0
702,0,0,0,0,0,I wasn't really impressed with Strip Steak.,0
703,0,0,0,0,0,Have been going since 2007 and every meal has been awesome!!,1
704,0,0,0,0,1,Our server was very nice and attentive as were the other serving staff.,1
705,0,0,0,1,0,The cashier was friendly and even brought the food out to me.,1
706,0,0,0,0,0,I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0
707,0,0,0,0,0,The atmosphere here is fun.,1
708,0,0,0,0,0,Would not recommend to others.,0
709,0,0,1,0,0,"Service is quick and even ""to go"" orders are just like we like it!",1
710,0,0,0,0,0,"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0
711,0,0,0,0,0,"That said, our mouths and bellies were still quite pleased.",1
712,0,0,0,0,0,Not my thing.,0
713,0,0,0,0,0,2 Thumbs Up!!,1
714,0,0,0,0,0,If you are reading this please don't go there.,0
715,0,0,0,0,0,"I loved the grilled pizza, reminded me of legit Italian pizza.",1
716,0,0,0,0,0,Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1
717,0,0,0,0,0,They have a really nice atmosphere.,1
718,0,0,0,0,0,Tonight I had the Elk Filet special...and it sucked.,0
719,0,0,0,0,0,"After one bite, I was hooked.",1
720,1,0,0,0,0,We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0
721,0,0,0,0,0,"Cute, quaint, simple, honest.",1
722,0,0,0,0,0,The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1
723,0,0,0,1,0,"The food was great as always, compliments to the chef.",1
724,0,0,0,0,0,Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1
725,0,0,0,0,0,Awesome selection of beer.,1
726,0,0,1,1,0,Great food and awesome service!,1
727,0,0,0,0,0,"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",1
728,0,0,0,0,0,A FLY was in my apple juice.. A FLY!!!!!!!!,0
729,0,0,0,0,0,The Han Nan Chicken was also very tasty.,1
730,0,0,1,0,0,"As for the service, I thought it was good.",1
731,0,0,0,1,0,"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",0
732,0,0,0,0,0,Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0
733,0,0,0,0,0,Nicest Chinese restaurant I've been in a while.,1
734,0,0,1,1,0,"Overall, I like there food and the service.",1
735,0,0,0,0,0,They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1
736,0,0,0,0,0,"Probably never coming back, and wouldn't recommend it.",0
737,0,0,0,0,0,"Friend's pasta -- also bad, he barely touched it.",0
738,0,0,1,1,0,"Try them in the airport to experience some tasty food and speedy, friendly service.",1
739,0,0,0,0,0,I love the decor with the Chinese calligraphy wall paper.,1
740,0,0,0,0,0,Never had anything to complain about here.,1
741,0,0,0,0,0,The restaurant is very clean and has a family restaurant feel to it.,1
742,0,0,0,0,0,It was way over fried.,0
743,0,1,0,0,0,I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0
744,0,0,0,0,0,"When I opened the sandwich, I was impressed, but not in a good way.",0
745,0,0,0,0,0,Will not be back!,0
746,0,0,1,0,0,There was a warm feeling with the service and I felt like their guest for a special treat.,1
747,0,0,0,0,0,An extensive menu provides lots of options for breakfast.,1
748,0,0,0,0,0,"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1
749,0,0,0,0,0,"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0
750,0,0,0,0,0,Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1
751,0,0,0,1,0,"I got to enjoy the seafood salad, with a fabulous vinegrette.",1
752,0,0,0,0,0,"The wontons were thin, not thick and chewy, almost melt in your mouth.",1
753,0,0,0,0,0,"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1
754,1,0,0,0,0,We were sat right on time and our server from the get go was FANTASTIC!,1
755,0,0,0,0,0,"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0
756,0,0,0,0,0,"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1
757,0,0,0,0,0,I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0
758,0,1,0,0,0,This is a GREAT place to eat!,1
758,0,1,0,0,0,This is a GREAT place to eat!,1
759,0,0,0,0,0,The jalapeno bacon is soooo good.,1
760,0,0,1,0,0,The service was poor and thats being nice.,0
761,0,0,1,1,0,"Food was good, service was good, Prices were good.",1
762,0,1,0,1,0,The place was not clean and the food oh so stale!,0
763,0,0,0,0,0,"The chicken dishes are OK, the beef is like shoe leather.",0
764,0,0,1,0,0,But the service was beyond bad.,0
765,0,0,0,0,0,"I'm so happy to be here!!!""",1
766,0,0,0,0,0,Tasted like dirt.,0
767,0,1,0,0,0,One of the few places in Phoenix that I would definately go back to again .,1
768,0,0,0,0,0,The block was amazing.,1
769,0,0,0,1,0,"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1
770,0,0,0,0,0,* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1
771,0,0,0,0,0,My sashimi was poor quality being soggy and tasteless.,0
772,1,0,0,0,0,Great time - family dinner on a Sunday night.,1
773,0,0,0,1,0,"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0
774,0,0,1,0,0,"What did bother me, was the slow service.",0
775,0,0,0,0,0,The flair bartenders are absolutely amazing!,1
776,0,0,0,0,0,Their frozen margaritas are WAY too sugary for my taste.,0
777,0,0,0,0,0,These were so good we ordered them twice.,1
778,0,0,0,0,0,So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0
779,0,0,0,0,0,My girlfriend's veal was very bad.,0
780,0,0,0,0,0,"Unfortunately, it was not good.",0
781,0,0,0,0,0,I had a pretty satifying experience.,1
782,0,0,0,0,0,Join the club and get awesome offers via email.,1
783,0,0,0,0,0,"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1
784,0,0,0,0,0,Bland and flavorless is a good way of describing the barely tepid meat.,0
785,0,1,0,0,0,"The chains, which I'm no fan of, beat this place easily.",0
786,0,0,0,0,0,The nachos are a MUST HAVE!,1
787,0,0,0,0,0,We will not be coming back.,0
788,0,1,0,0,0,"I don't have very many words to say about this place, but it does everything pretty well.",1
789,0,0,0,0,1,"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1
790,0,0,1,0,0,"Great atmosphere, friendly and fast service.",1
791,0,0,0,0,0,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1
792,0,0,0,1,0,Once your food arrives it's meh.,0
793,0,0,0,0,0,Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0
794,0,0,0,0,0,The classic Maine Lobster Roll was fantastic.,1
795,0,0,0,0,0,"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0
796,0,1,0,0,0,So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1
797,0,0,0,0,0,"The chips and salsa were really good, the salsa was very fresh.",1
798,0,1,0,0,0,This place is great!!!!!!!!!!!!!!,1
799,0,0,0,1,0,Mediocre food.,0
800,0,1,0,0,0,Once you get inside you'll be impressed with the place.,1
801,0,0,0,0,0,I'm super pissd.,0
802,0,0,1,0,0,And service was super friendly.,1
803,0,0,0,0,0,Why are these sad little vegetables so overcooked?,0
804,0,1,0,0,0,This place was such a nice surprise!,1
805,0,0,0,0,0,They were golden-crispy and delicious.,1
806,0,1,0,0,0,"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0
807,0,0,0,0,0,I could eat their bruschetta all day it is devine.,1
808,0,0,0,1,0,Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0
809,0,0,0,0,0,"Lastly, the mozzarella sticks, they were the best thing we ordered.",1
810,1,0,0,0,0,"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1
811,0,1,0,0,0,The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,0
812,0,0,1,0,0,The service was terrible though.,0
813,0,1,0,0,0,"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0
814,0,0,0,0,0,It was packed!!,0
815,0,1,0,0,0,I love this place.,1
816,0,0,0,0,0,I can say that the desserts were yummy.,1
817,0,0,0,1,0,The food was terrible.,0
818,0,0,0,0,0,The seasonal fruit was fresh white peach puree.,1
819,0,0,0,0,0,It kept getting worse and worse so now I'm officially done.,0
820,0,1,0,0,0,This place should honestly be blown up.,0
821,0,0,0,0,0,But I definitely would not eat here again.,0
822,0,0,0,0,0,Do not waste your money here!,0
823,0,0,0,1,0,I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1
824,0,0,0,0,0,The crêpe was delicate and thin and moist.,1
825,0,0,1,0,0,Awful service.,0
826,0,0,0,0,0,Won't ever go here again.,0
827,0,0,0,1,0,Food quality has been horrible.,0
828,0,1,0,0,0,For that price I can think of a few place I would have much rather gone.,0
829,0,0,1,0,0,The service here is fair at best.,0
830,0,0,1,0,0,"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0
831,0,0,0,0,0,Do yourself a favor and stay away from this dish.,0
832,0,0,1,0,0,Very poor service.,0
833,0,0,0,1,0,No one at the table thought the food was above average or worth the wait that we had for it.,0
834,0,0,1,1,0,"Best service and food ever, Maria our server was so good and friendly she made our day.",1
835,0,0,0,0,0,They were excellent.,1
836,0,0,0,0,0,I paid the bill but did not tip because I felt the server did a terrible job.,0
837,0,0,0,0,0,Just had lunch here and had a great experience.,1
838,0,0,0,1,0,I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0
839,0,0,0,1,0,Food is way overpriced and portions are fucking small.,0
840,0,0,0,0,0,I recently tried Caballero's and I have been back every week since!,1
841,0,0,0,1,0,"for 40 bucks a head, i really expect better food.",0
842,0,0,0,1,0,The food came out at a good pace.,1
843,0,0,0,0,0,"I ate there twice on my last visit, and especially enjoyed the salmon salad.",1
844,0,0,0,0,0,I won't be back.,0
845,0,0,0,0,0,We could not believe how dirty the oysters were!,0
846,0,1,0,0,0,This place deserves no stars.,0
847,0,1,0,0,0,I would not recommend this place.,0
848,0,0,0,0,0,"In fact I'm going to round up to 4 stars, just because she was so awesome.",1
849,0,0,0,1,0,"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0
850,0,0,1,0,0,"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0
851,0,0,0,0,0,the potatoes were great and so was the biscuit.,1
852,0,0,0,0,0,I probably would not go here again.,0
853,0,0,0,0,0,So flavorful and has just the perfect amount of heat.,1
854,0,0,1,0,0,The price is reasonable and the service is great.,1
855,0,0,0,0,0,"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0
856,0,0,0,0,0,My fella got the huevos rancheros and they didn't look too appealing.,0
857,0,0,0,0,0,"Went in for happy hour, great list of wines.",1
858,0,1,0,0,0,Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,1
859,0,0,0,0,0,I probably won't be coming back here.,0
860,0,0,1,1,0,Worst food/service I've had in a while.,0
861,0,1,0,0,0,"This place is pretty good, nice little vibe in the restaurant.",1
862,0,0,1,0,0,Talk about great customer service of course we will be back.,1
863,0,0,0,1,1,"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0
864,0,0,0,0,0,I love their fries and their beans.,1
865,0,0,0,0,0,Always a pleasure dealing with him.,1
866,0,0,0,0,0,"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1
867,0,1,0,0,0,This place is awesome if you want something light and healthy during the summer.,1
868,0,1,0,0,0,"For sushi on the Strip, this is the place to go.",1
869,0,0,1,0,0,"The service was great, even the manager came and helped with our table.",1
870,0,0,1,0,0,The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0
871,0,0,0,0,0,"I started this review with two stars, but I'm editing it to give it only one.",0
872,0,0,0,0,0,this is the worst sushi i have ever eat besides Costco's.,0
873,0,0,1,0,0,"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1
874,0,0,0,0,0,My boyfriend and i sat at the bar and had a completely delightful experience.,1
875,0,0,0,0,0,Weird vibe from owners.,0
876,0,0,0,0,0,There was hardly any meat.,0
877,0,0,0,0,0,I've had better bagels from the grocery store.,0
878,0,1,0,0,0,Go To Place for Gyros.,1
879,0,0,0,0,0,"I love the owner/chef, his one authentic Japanese cool dude!",1
880,0,0,0,0,0,"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0
881,0,0,0,0,0,I found a six inch long piece of wire in my salsa.,0
882,0,0,1,1,0,"The service was terrible, food was mediocre.",0
883,0,0,0,0,0,We definately enjoyed ourselves.,1
884,0,0,0,0,0,I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0
885,1,0,0,0,0,"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0
886,0,0,0,0,0,I had about two bites and refused to eat anymore.,0
887,0,0,1,0,0,The service was extremely slow.,0
888,0,0,0,0,0,"After 20 minutes wait, I got a table.",0
889,0,0,0,0,0,Seriously killer hot chai latte.,1
890,0,0,0,0,0,"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0
891,0,0,0,0,0,My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1
892,0,1,0,0,0,Their rotating beers on tap is also a highlight of this place.,1
893,0,0,0,0,0,Pricing is a bit of a concern at Mellow Mushroom.,0
894,0,0,0,0,0,Worst Thai ever.,0
895,0,0,0,0,0,If you stay in Vegas you must get breakfast here at least once.,1
896,0,0,1,0,0,I want to first say our server was great and we had perfect service.,1
897,0,0,0,0,0,The pizza selections are good.,1
898,0,0,0,0,0,"I had strawberry tea, which was good.",1
899,0,0,0,0,0,Highly unprofessional and rude to a loyal patron!,0
900,0,0,0,0,0,"Overall, a great experience.",1
901,0,0,0,0,0,Spend your money elsewhere.,0
902,0,0,0,0,0,Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,1
903,0,0,0,0,0,The Buffet at Bellagio was far from what I anticipated.,0
904,0,0,0,0,0,"And the drinks are WEAK, people!",0
905,0,0,0,0,0,-My order was not correct.,0
906,0,0,0,0,0,"Also, I feel like the chips are bought, not made in house.",0
907,0,0,0,0,0,After the disappointing dinner we went elsewhere for dessert.,0
908,0,0,0,0,0,The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,1
909,0,0,0,0,0,We won't be returning.,0
910,0,0,0,0,0,This is my new fav Vegas buffet spot.,1
911,0,0,0,0,0,I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0
912,0,0,0,0,0,"Very, very sad.",0
913,0,0,0,0,0,"i felt insulted and disrespected, how could you talk and judge another human being like that?",0
914,0,0,0,0,0,"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",0
915,0,0,0,1,0,I'm not impressed with the concept or the food.,0
916,0,0,0,0,0,The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,0
917,0,0,0,0,0,"There is really nothing for me at postinos, hope your experience is better",0
918,0,0,0,1,0,I got food poisoning here at the buffet.,0
919,0,0,0,0,0,They brought a fresh batch of fries and I was thinking yay something warm but no!,0
920,0,0,0,0,0,"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0
921,1,0,0,0,0,"Needless to say, I won't be going back anytime soon.",0
922,0,1,0,0,0,This place is disgusting!,0
923,1,0,0,0,0,"Every time I eat here, I see caring teamwork to a professional degree.",1
924,0,0,0,0,0,The RI style calamari was a joke.,0
925,0,0,0,0,0,"However, there was so much garlic in the fondue, it was barely edible.",0
926,0,0,0,0,0,"I could barely stomach the meal, but didn't complain because it was a business lunch.",0
927,0,0,0,0,0,"It was so bad, I had lost the heart to finish it.",0
928,0,0,0,0,0,It also took her forever to bring us the check when we asked for it.,0
929,0,0,0,0,0,We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,0
930,0,0,0,0,0,Disappointing experience.,0
931,0,0,0,1,0,"The food is about on par with Denny's, which is to say, not good at all.",0
932,0,1,1,1,0,"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0
933,0,0,0,0,0,WAAAAAAyyyyyyyyyy over rated is all I am saying.,0
934,0,0,0,0,0,We won't be going back.,0
935,0,1,0,1,0,The place was fairly clean but the food simply wasn't worth it.,0
936,0,1,0,0,0,This place lacked style!!,0
937,0,0,0,0,0,"The sangria was about half of a glass wine full and was $12, ridiculous.",0
938,0,0,0,0,0,Don't bother coming here.,0
939,0,0,0,0,0,"The meat was pretty dry, I had the sliced brisket and pulled pork.",0
940,0,0,0,0,0,"The building itself seems pretty neat, the bathroom is pretty trippy, but I wouldn't eat here again.",0
941,0,0,0,0,0,It was equally awful.,0
942,0,0,0,0,0,Probably not in a hurry to go back.,0
943,0,0,0,0,0,very slow at seating even with reservation.,0
944,0,0,0,0,0,Not good by any stretch of the imagination.,0
945,0,0,0,0,0,The cashew cream sauce was bland and the vegetables were undercooked.,0
946,0,0,0,0,0,"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0
947,0,0,0,0,0,"It was a bit too sweet, not really spicy enough, and lacked flavor.",0
948,0,0,0,0,0,I was VERY disappointed!!,0
949,0,1,0,0,0,This place is horrible and way overpriced.,0
950,0,0,0,0,0,"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",0
951,0,0,0,0,0,It wasn't busy at all and now we know why.,0
952,1,0,0,0,0,The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0
953,0,0,0,0,0,"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0
954,0,0,1,0,0,Con: spotty service.,0
955,0,0,0,0,0,"The fries were not hot, and neither was my burger.",0
956,0,0,0,0,0,But then they came back cold.,0
957,0,0,0,1,0,"Then our food came out, disappointment ensued.",0
958,0,0,0,0,0,The real disappointment was our waiter.,0
959,0,0,0,1,0,My husband said she was very rude... did not even apologize for the bad food or anything.,0
960,0,0,0,0,0,The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,0
961,0,0,0,0,0,"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",0
962,0,0,1,0,0,If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,0
963,0,1,0,0,0,She was quite disappointed although some blame needs to be placed at her door.,0
964,0,0,0,0,0,After all the rave reviews I couldn't wait to eat here......what a disappointment!,0
965,0,0,0,0,0,Del Taco is pretty nasty and should be avoided if possible.,0
966,0,0,0,0,0,It's NOT hard to make a decent hamburger.,0
967,0,0,0,0,0,But I don't like it.,0
968,0,0,0,0,0,Hell no will I go back,0
969,0,1,1,0,0,We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,0
970,0,1,0,0,0,"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",0
971,0,0,0,0,0,I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,0
972,0,0,0,0,0,The ambiance isn't much better.,0
973,0,0,0,0,0,"Unfortunately, it only set us up for disapppointment with our entrees.",0
974,0,0,0,1,0,The food wasn't good.,0
975,0,0,0,0,0,"Your servers suck, wait, correction, our server Heimer sucked.",0
976,0,0,0,0,0,What happened next was pretty....off putting.,0
977,0,1,0,0,0,"too bad cause I know it's family owned, I really wanted to like this place.",0
978,0,0,0,0,0,Overpriced for what you are getting.,0
979,0,0,0,0,0,I vomited in the bathroom mid lunch.,0
980,1,0,0,1,0,"I kept looking at the time and it had soon become 35 minutes, yet still no food.",0
981,0,1,0,0,0,"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",0
982,0,0,0,0,0,We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,0
983,0,0,0,1,0,Food was below average.,0
984,0,0,0,0,0,It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,0
985,0,0,0,0,0,"All in all, Ha Long Bay was a bit of a flop.",0
986,0,0,0,0,0,The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,0
987,0,0,0,0,0,Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,0
988,0,0,0,0,0,"It lacked flavor, seemed undercooked, and dry.",0
989,0,1,0,0,0,It really is impressive that the place hasn't closed down.,0
990,0,1,0,0,0,I would avoid this place if you are staying in the Mirage.,0
991,0,0,0,1,0,The refried beans that came with my meal were dried out and crusty and the food was bland.,0
992,1,1,0,0,0,Spend your money and time some place else.,0
993,0,0,0,0,0,A lady at the table next to us found a live green caterpillar In her salad.,0
994,0,0,0,1,0,the presentation of the food was awful.,0
995,0,0,0,0,0,I can't tell you how disappointed I was.,0
996,0,0,0,1,0,I think food should have flavor and texture and both were lacking.,0
997,0,0,0,0,0,Appetite instantly gone.,0
998,0,0,0,0,0,Overall I was not impressed and would not go back.,0
999,1,0,0,0,0,"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",0
1000,1,0,0,0,0,"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",0
